index_id	singers	songNames	Songindexs	startTimes	endTimes	fullNames	if_lyrics_exists	rawFormat	audioDuration	isDone	singers_zh	songNames_zh
104	CeTian	BuKeYiShi	30	176.33	177.11	CeTian_BuKeYiShi_30_176.33_177.11.wav	TRUE	ape	214.28	FALSE	??	????
105	CeTian	BuKeYiShi	31	177.6	181.34	CeTian_BuKeYiShi_31_177.60_181.34.wav	TRUE	ape	214.28	FALSE	??	????
106	CeTian	BuKeYiShi	32	181.65	185.18	CeTian_BuKeYiShi_32_181.65_185.18.wav	TRUE	ape	214.28	FALSE	??	????
107	CeTian	BuKeYiShi	33	185.31	191.31	CeTian_BuKeYiShi_33_185.31_191.31.wav	TRUE	ape	214.28	FALSE	??	????
108	CeTian	BuKeYiShi	34	191.31	195.43	CeTian_BuKeYiShi_34_191.31_195.43.wav	TRUE	ape	214.28	FALSE	??	????
109	CeTian	BuKeYiShi	35	197.14	198.75	CeTian_BuKeYiShi_35_197.14_198.75.wav	TRUE	ape	214.28	FALSE	??	????
110	CeTian	BuKeYiShi	36	202.77	206.98	CeTian_BuKeYiShi_36_202.77_206.98.wav	TRUE	ape	214.28	FALSE	??	????
111	CeTian	BuKeYiShi	37	207.2	210.78	CeTian_BuKeYiShi_37_207.20_210.78.wav	TRUE	ape	214.28	FALSE	??	????
112	CeTian	BuKeYiShi	38	211.2	214.28	CeTian_BuKeYiShi_38_211.20_214.28.wav	TRUE	ape	214.28	FALSE	??	????
130	CeTian	DaXiong	1	22.68	25.21	CeTian_DaXiong_1_22.68_25.21.wav	TRUE	ape	237.78	FALSE	??	??
141	CeTian	DaXiong	2	28.99	31.05	CeTian_DaXiong_2_28.99_31.05.wav	TRUE	ape	237.78	FALSE	??	??
152	CeTian	DaXiong	3	36.31	38.07	CeTian_DaXiong_3_36.31_38.07.wav	TRUE	ape	237.78	FALSE	??	??
154	CeTian	DaXiong	4	44.7	47.08	CeTian_DaXiong_4_44.70_47.08.wav	TRUE	ape	237.78	FALSE	??	??
155	CeTian	DaXiong	5	54.31	60.31	CeTian_DaXiong_5_54.31_60.31.wav	TRUE	ape	237.78	FALSE	??	??
156	CeTian	DaXiong	6	60.31	62.3	CeTian_DaXiong_6_60.31_62.30.wav	TRUE	ape	237.78	FALSE	??	??
157	CeTian	DaXiong	7	62.76	66.53	CeTian_DaXiong_7_62.76_66.53.wav	TRUE	ape	237.78	FALSE	??	??
158	CeTian	DaXiong	8	66.95	69.63	CeTian_DaXiong_8_66.95_69.63.wav	TRUE	ape	237.78	FALSE	??	??
159	CeTian	DaXiong	9	71.87	77.54	CeTian_DaXiong_9_71.87_77.54.wav	TRUE	ape	237.78	FALSE	??	??
120	CeTian	DaXiong	10	78.93	80.65	CeTian_DaXiong_10_78.93_80.65.wav	TRUE	ape	237.78	FALSE	??	??
121	CeTian	DaXiong	11	80.84	82.89	CeTian_DaXiong_11_80.84_82.89.wav	TRUE	ape	237.78	FALSE	??	??
122	CeTian	DaXiong	12	83.36	88.97	CeTian_DaXiong_12_83.36_88.97.wav	TRUE	ape	237.78	FALSE	??	??
123	CeTian	DaXiong	13	89.21	92.43	CeTian_DaXiong_13_89.21_92.43.wav	TRUE	ape	237.78	FALSE	??	??
124	CeTian	DaXiong	14	94.5	100.5	CeTian_DaXiong_14_94.50_100.50.wav	TRUE	ape	237.78	FALSE	??	??
125	CeTian	DaXiong	15	100.5	101.93	CeTian_DaXiong_15_100.50_101.93.wav	TRUE	ape	237.78	FALSE	??	??
126	CeTian	DaXiong	16	102.23	106.4	CeTian_DaXiong_16_102.23_106.40.wav	TRUE	ape	237.78	FALSE	??	??
127	CeTian	DaXiong	17	108.46	113.02	CeTian_DaXiong_17_108.46_113.02.wav	TRUE	ape	237.78	FALSE	??	??
128	CeTian	DaXiong	18	114.04	117.75	CeTian_DaXiong_18_114.04_117.75.wav	TRUE	ape	237.78	FALSE	??	??
129	CeTian	DaXiong	19	117.95	123.95	CeTian_DaXiong_19_117.95_123.95.wav	TRUE	ape	237.78	FALSE	??	??
131	CeTian	DaXiong	20	123.95	124.88	CeTian_DaXiong_20_123.95_124.88.wav	TRUE	ape	237.78	FALSE	??	??
132	CeTian	DaXiong	21	140.98	146.98	CeTian_DaXiong_21_140.98_146.98.wav	TRUE	ape	237.78	FALSE	??	??
133	CeTian	DaXiong	22	146.98	147.17	CeTian_DaXiong_22_146.98_147.17.wav	TRUE	ape	237.78	FALSE	??	??
134	CeTian	DaXiong	23	148.36	151.25	CeTian_DaXiong_23_148.36_151.25.wav	TRUE	ape	237.78	FALSE	??	??
135	CeTian	DaXiong	24	152.29	154.7	CeTian_DaXiong_24_152.29_154.70.wav	TRUE	ape	237.78	FALSE	??	??
136	CeTian	DaXiong	25	155.17	161.17	CeTian_DaXiong_25_155.17_161.17.wav	TRUE	ape	237.78	FALSE	??	??
137	CeTian	DaXiong	26	161.17	162.11	CeTian_DaXiong_26_161.17_162.11.wav	TRUE	ape	237.78	FALSE	??	??
138	CeTian	DaXiong	27	162.69	165.97	CeTian_DaXiong_27_162.69_165.97.wav	TRUE	ape	237.78	FALSE	??	??
139	CeTian	DaXiong	28	166.44	168.63	CeTian_DaXiong_28_166.44_168.63.wav	TRUE	ape	237.78	FALSE	??	??
140	CeTian	DaXiong	29	170.99	176.09	CeTian_DaXiong_29_170.99_176.09.wav	TRUE	ape	237.78	FALSE	??	??
142	CeTian	DaXiong	30	177.56	181.47	CeTian_DaXiong_30_177.56_181.47.wav	TRUE	ape	237.78	FALSE	??	??
143	CeTian	DaXiong	31	181.85	187.85	CeTian_DaXiong_31_181.85_187.85.wav	TRUE	ape	237.78	FALSE	??	??
144	CeTian	DaXiong	32	187.85	190.92	CeTian_DaXiong_32_187.85_190.92.wav	TRUE	ape	237.78	FALSE	??	??
145	CeTian	DaXiong	33	192.37	198.37	CeTian_DaXiong_33_192.37_198.37.wav	TRUE	ape	237.78	FALSE	??	??
146	CeTian	DaXiong	34	198.37	203.74	CeTian_DaXiong_34_198.37_203.74.wav	TRUE	ape	237.78	FALSE	??	??
147	CeTian	DaXiong	35	205.79	210.29	CeTian_DaXiong_35_205.79_210.29.wav	TRUE	ape	237.78	FALSE	??	??
148	CeTian	DaXiong	36	211.2	214.86	CeTian_DaXiong_36_211.20_214.86.wav	TRUE	ape	237.78	FALSE	??	??
149	CeTian	DaXiong	37	215	218.66	CeTian_DaXiong_37_215.00_218.66.wav	TRUE	ape	237.78	FALSE	??	??
150	CeTian	DaXiong	38	218.74	221.7	CeTian_DaXiong_38_218.74_221.70.wav	TRUE	ape	237.78	FALSE	??	??
151	CeTian	DaXiong	39	222.17	228.1	CeTian_DaXiong_39_222.17_228.10.wav	TRUE	ape	237.78	FALSE	??	??
153	CeTian	DaXiong	40	235.13	237.78	CeTian_DaXiong_40_235.13_237.78.wav	TRUE	ape	237.78	FALSE	??	??
170	CeTian	ErDengTianShi	1	15.31	19.6	CeTian_ErDengTianShi_1_15.31_19.60.wav	TRUE	ape	203.31	FALSE	??	????
181	CeTian	ErDengTianShi	2	21.49	23.36	CeTian_ErDengTianShi_2_21.49_23.36.wav	TRUE	ape	203.31	FALSE	??	????
192	CeTian	ErDengTianShi	3	24.35	25.95	CeTian_ErDengTianShi_3_24.35_25.95.wav	TRUE	ape	203.31	FALSE	??	????
197	CeTian	ErDengTianShi	4	27.65	30.52	CeTian_ErDengTianShi_4_27.65_30.52.wav	TRUE	ape	203.31	FALSE	??	????
198	CeTian	ErDengTianShi	5	30.8	33.41	CeTian_ErDengTianShi_5_30.80_33.41.wav	TRUE	ape	203.31	FALSE	??	????
199	CeTian	ErDengTianShi	6	37.27	39.55	CeTian_ErDengTianShi_6_37.27_39.55.wav	TRUE	ape	203.31	FALSE	??	????
200	CeTian	ErDengTianShi	7	39.66	41.41	CeTian_ErDengTianShi_7_39.66_41.41.wav	TRUE	ape	203.31	FALSE	??	????
201	CeTian	ErDengTianShi	8	41.67	45.97	CeTian_ErDengTianShi_8_41.67_45.97.wav	TRUE	ape	203.31	FALSE	??	????
202	CeTian	ErDengTianShi	9	46.14	52.14	CeTian_ErDengTianShi_9_46.14_52.14.wav	TRUE	ape	203.31	FALSE	??	????
160	CeTian	ErDengTianShi	10	52.14	52.66	CeTian_ErDengTianShi_10_52.14_52.66.wav	TRUE	ape	203.31	FALSE	??	????
161	CeTian	ErDengTianShi	11	52.77	58.77	CeTian_ErDengTianShi_11_52.77_58.77.wav	TRUE	ape	203.31	FALSE	??	????
162	CeTian	ErDengTianShi	12	58.77	59.17	CeTian_ErDengTianShi_12_58.77_59.17.wav	TRUE	ape	203.31	FALSE	??	????
163	CeTian	ErDengTianShi	13	59.3	65.3	CeTian_ErDengTianShi_13_59.30_65.30.wav	TRUE	ape	203.31	FALSE	??	????
164	CeTian	ErDengTianShi	14	65.83	71.53	CeTian_ErDengTianShi_14_65.83_71.53.wav	TRUE	ape	203.31	FALSE	??	????
165	CeTian	ErDengTianShi	15	71.81	75.04	CeTian_ErDengTianShi_15_71.81_75.04.wav	TRUE	ape	203.31	FALSE	??	????
166	CeTian	ErDengTianShi	16	75.12	80.65	CeTian_ErDengTianShi_16_75.12_80.65.wav	TRUE	ape	203.31	FALSE	??	????
167	CeTian	ErDengTianShi	17	80.66	85.1	CeTian_ErDengTianShi_17_80.66_85.10.wav	TRUE	ape	203.31	FALSE	??	????
168	CeTian	ErDengTianShi	18	85.24	89.38	CeTian_ErDengTianShi_18_85.24_89.38.wav	TRUE	ape	203.31	FALSE	??	????
169	CeTian	ErDengTianShi	19	90.29	95.6	CeTian_ErDengTianShi_19_90.29_95.60.wav	TRUE	ape	203.31	FALSE	??	????
171	CeTian	ErDengTianShi	20	102.39	104.57	CeTian_ErDengTianShi_20_102.39_104.57.wav	TRUE	ape	203.31	FALSE	??	????
172	CeTian	ErDengTianShi	21	104.82	109.17	CeTian_ErDengTianShi_21_104.82_109.17.wav	TRUE	ape	203.31	FALSE	??	????
173	CeTian	ErDengTianShi	22	109.44	115.44	CeTian_ErDengTianShi_22_109.44_115.44.wav	TRUE	ape	203.31	FALSE	??	????
174	CeTian	ErDengTianShi	23	115.44	118.04	CeTian_ErDengTianShi_23_115.44_118.04.wav	TRUE	ape	203.31	FALSE	??	????
175	CeTian	ErDengTianShi	24	118.13	124.13	CeTian_ErDengTianShi_24_118.13_124.13.wav	TRUE	ape	203.31	FALSE	??	????
176	CeTian	ErDengTianShi	25	124.13	128.67	CeTian_ErDengTianShi_25_124.13_128.67.wav	TRUE	ape	203.31	FALSE	??	????
177	CeTian	ErDengTianShi	26	129.37	131.64	CeTian_ErDengTianShi_26_129.37_131.64.wav	TRUE	ape	203.31	FALSE	??	????
178	CeTian	ErDengTianShi	27	131.68	134.94	CeTian_ErDengTianShi_27_131.68_134.94.wav	TRUE	ape	203.31	FALSE	??	????
179	CeTian	ErDengTianShi	28	135.2	138.36	CeTian_ErDengTianShi_28_135.20_138.36.wav	TRUE	ape	203.31	FALSE	??	????
180	CeTian	ErDengTianShi	29	138.47	140.06	CeTian_ErDengTianShi_29_138.47_140.06.wav	TRUE	ape	203.31	FALSE	??	????
182	CeTian	ErDengTianShi	30	140.15	143.81	CeTian_ErDengTianShi_30_140.15_143.81.wav	TRUE	ape	203.31	FALSE	??	????
183	CeTian	ErDengTianShi	31	143.92	148.35	CeTian_ErDengTianShi_31_143.92_148.35.wav	TRUE	ape	203.31	FALSE	??	????
184	CeTian	ErDengTianShi	32	148.44	152.85	CeTian_ErDengTianShi_32_148.44_152.85.wav	TRUE	ape	203.31	FALSE	??	????
185	CeTian	ErDengTianShi	33	153.51	159.51	CeTian_ErDengTianShi_33_153.51_159.51.wav	TRUE	ape	203.31	FALSE	??	????
186	CeTian	ErDengTianShi	34	159.51	160	CeTian_ErDengTianShi_34_159.51_160.00.wav	TRUE	ape	203.31	FALSE	??	????
187	CeTian	ErDengTianShi	35	160.16	166.16	CeTian_ErDengTianShi_35_160.16_166.16.wav	TRUE	ape	203.31	FALSE	??	????
188	CeTian	ErDengTianShi	36	166.16	172.16	CeTian_ErDengTianShi_36_166.16_172.16.wav	TRUE	ape	203.31	FALSE	??	????
189	CeTian	ErDengTianShi	37	172.16	178.16	CeTian_ErDengTianShi_37_172.16_178.16.wav	TRUE	ape	203.31	FALSE	??	????
190	CeTian	ErDengTianShi	38	178.16	178.31	CeTian_ErDengTianShi_38_178.16_178.31.wav	TRUE	ape	203.31	FALSE	??	????
191	CeTian	ErDengTianShi	39	178.38	184.38	CeTian_ErDengTianShi_39_178.38_184.38.wav	TRUE	ape	203.31	FALSE	??	????
193	CeTian	ErDengTianShi	40	184.38	190.38	CeTian_ErDengTianShi_40_184.38_190.38.wav	TRUE	ape	203.31	FALSE	??	????
194	CeTian	ErDengTianShi	41	190.38	192.51	CeTian_ErDengTianShi_41_190.38_192.51.wav	TRUE	ape	203.31	FALSE	??	????
195	CeTian	ErDengTianShi	42	193.62	198.27	CeTian_ErDengTianShi_42_193.62_198.27.wav	TRUE	ape	203.31	FALSE	??	????
196	CeTian	ErDengTianShi	43	198.87	203.31	CeTian_ErDengTianShi_43_198.87_203.31.wav	TRUE	ape	203.31	FALSE	??	????
213	CeTian	Erica	1	0.22	2.58	CeTian_Erica_1_0.22_2.58.wav	TRUE	ape	283.41	FALSE	??	Erica
224	CeTian	Erica	2	5.45	8.99	CeTian_Erica_2_5.45_8.99.wav	TRUE	ape	283.41	FALSE	??	Erica
235	CeTian	Erica	3	59.94	62.11	CeTian_Erica_3_59.94_62.11.wav	TRUE	ape	283.41	FALSE	??	Erica
246	CeTian	Erica	4	64.74	66.94	CeTian_Erica_4_64.74_66.94.wav	TRUE	ape	283.41	FALSE	??	Erica
254	CeTian	Erica	5	67.62	73.62	CeTian_Erica_5_67.62_73.62.wav	TRUE	ape	283.41	FALSE	??	Erica
255	CeTian	Erica	6	74.54	77.27	CeTian_Erica_6_74.54_77.27.wav	TRUE	ape	283.41	FALSE	??	Erica
256	CeTian	Erica	7	78.1	84.1	CeTian_Erica_7_78.10_84.10.wav	TRUE	ape	283.41	FALSE	??	Erica
257	CeTian	Erica	8	84.96	89.58	CeTian_Erica_8_84.96_89.58.wav	TRUE	ape	283.41	FALSE	??	Erica
258	CeTian	Erica	9	90.11	93	CeTian_Erica_9_90.11_93.00.wav	TRUE	ape	283.41	FALSE	??	Erica
203	CeTian	Erica	10	93.09	95.28	CeTian_Erica_10_93.09_95.28.wav	TRUE	ape	283.41	FALSE	??	Erica
204	CeTian	Erica	11	95.36	98.51	CeTian_Erica_11_95.36_98.51.wav	TRUE	ape	283.41	FALSE	??	Erica
205	CeTian	Erica	12	98.55	103.41	CeTian_Erica_12_98.55_103.41.wav	TRUE	ape	283.41	FALSE	??	Erica
206	CeTian	Erica	13	103.89	109.24	CeTian_Erica_13_103.89_109.24.wav	TRUE	ape	283.41	FALSE	??	Erica
207	CeTian	Erica	14	109.38	112.46	CeTian_Erica_14_109.38_112.46.wav	TRUE	ape	283.41	FALSE	??	Erica
208	CeTian	Erica	15	113.64	116.06	CeTian_Erica_15_113.64_116.06.wav	TRUE	ape	283.41	FALSE	??	Erica
209	CeTian	Erica	16	116.23	119.66	CeTian_Erica_16_116.23_119.66.wav	TRUE	ape	283.41	FALSE	??	Erica
210	CeTian	Erica	17	119.73	124.27	CeTian_Erica_17_119.73_124.27.wav	TRUE	ape	283.41	FALSE	??	Erica
211	CeTian	Erica	18	124.94	126.61	CeTian_Erica_18_124.94_126.61.wav	TRUE	ape	283.41	FALSE	??	Erica
212	CeTian	Erica	19	126.68	129.78	CeTian_Erica_19_126.68_129.78.wav	TRUE	ape	283.41	FALSE	??	Erica
214	CeTian	Erica	20	131.61	135.35	CeTian_Erica_20_131.61_135.35.wav	TRUE	ape	283.41	FALSE	??	Erica
215	CeTian	Erica	21	136.44	141.06	CeTian_Erica_21_136.44_141.06.wav	TRUE	ape	283.41	FALSE	??	Erica
216	CeTian	Erica	22	142.66	144.79	CeTian_Erica_22_142.66_144.79.wav	TRUE	ape	283.41	FALSE	??	Erica
217	CeTian	Erica	23	145.22	148.1	CeTian_Erica_23_145.22_148.10.wav	TRUE	ape	283.41	FALSE	??	Erica
218	CeTian	Erica	24	148.12	152.28	CeTian_Erica_24_148.12_152.28.wav	TRUE	ape	283.41	FALSE	??	Erica
